scenario_id,judge_model,pair_id,author_x,author_y,stratum,prompt_variant,consistent,preferred_author
ab_silence_strict,gpt-4o-mini,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,abstract,strict,True,claude-sonnet-4-6
ab_time_strict,claude-haiku-4-5,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,abstract,strict,True,claude-haiku-4-5
ab_time_strict,claude-haiku-4-5,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,abstract,strict,True,gpt-4o-mini
ab_time_strict,claude-haiku-4-5,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,abstract,strict,True,gpt-4o-mini
ab_time_strict,claude-sonnet-4-6,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,abstract,strict,True,claude-haiku-4-5
ab_time_strict,claude-sonnet-4-6,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,abstract,strict,True,gpt-4o-mini
ab_time_strict,claude-sonnet-4-6,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,abstract,strict,True,gpt-4o-mini
ab_time_strict,gpt-4o-mini,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,abstract,strict,True,claude-sonnet-4-6
ab_time_strict,gpt-4o-mini,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,abstract,strict,True,gpt-4o-mini
ab_time_strict,gpt-4o-mini,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,abstract,strict,False,
cn_autumn_strict,claude-haiku-4-5,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_nature,strict,True,claude-haiku-4-5
cn_autumn_strict,claude-haiku-4-5,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_nature,strict,False,
cn_autumn_strict,claude-haiku-4-5,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_nature,strict,False,
cn_autumn_strict,claude-sonnet-4-6,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_nature,strict,False,
cn_autumn_strict,claude-sonnet-4-6,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_nature,strict,True,claude-haiku-4-5
cn_autumn_strict,claude-sonnet-4-6,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_nature,strict,True,claude-sonnet-4-6
cn_autumn_strict,gpt-4o-mini,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_nature,strict,False,
cn_autumn_strict,gpt-4o-mini,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_nature,strict,False,
cn_autumn_strict,gpt-4o-mini,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_nature,strict,False,
cn_cherry_strict,claude-haiku-4-5,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_nature,strict,True,claude-haiku-4-5
cn_cherry_strict,claude-haiku-4-5,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_nature,strict,True,gpt-4o-mini
cn_cherry_strict,claude-haiku-4-5,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_nature,strict,True,gpt-4o-mini
cn_cherry_strict,claude-sonnet-4-6,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_nature,strict,False,
cn_cherry_strict,claude-sonnet-4-6,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_nature,strict,False,
cn_cherry_strict,claude-sonnet-4-6,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_nature,strict,False,
cn_cherry_strict,gpt-4o-mini,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_nature,strict,False,
cn_cherry_strict,gpt-4o-mini,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_nature,strict,True,gpt-4o-mini
cn_cherry_strict,gpt-4o-mini,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_nature,strict,True,gpt-4o-mini
cn_ocean_strict,claude-haiku-4-5,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_nature,strict,True,claude-haiku-4-5
cn_ocean_strict,claude-haiku-4-5,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_nature,strict,False,
cn_ocean_strict,claude-haiku-4-5,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_nature,strict,True,gpt-4o-mini
cn_ocean_strict,claude-sonnet-4-6,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_nature,strict,False,
cn_ocean_strict,claude-sonnet-4-6,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_nature,strict,True,claude-haiku-4-5
cn_ocean_strict,claude-sonnet-4-6,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_nature,strict,False,
cn_ocean_strict,gpt-4o-mini,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_nature,strict,True,claude-haiku-4-5
cn_ocean_strict,gpt-4o-mini,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_nature,strict,True,claude-haiku-4-5
cn_ocean_strict,gpt-4o-mini,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_nature,strict,True,gpt-4o-mini
cn_snow_natural,claude-haiku-4-5,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_nature,natural,True,claude-sonnet-4-6
cn_snow_natural,claude-haiku-4-5,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_nature,natural,True,gpt-4o-mini
cn_snow_natural,claude-haiku-4-5,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_nature,natural,False,
cn_snow_natural,claude-sonnet-4-6,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_nature,natural,True,claude-sonnet-4-6
cn_snow_natural,claude-sonnet-4-6,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_nature,natural,False,
cn_snow_natural,claude-sonnet-4-6,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_nature,natural,True,claude-sonnet-4-6
cn_snow_natural,gpt-4o-mini,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_nature,natural,False,
cn_snow_natural,gpt-4o-mini,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_nature,natural,False,
cn_snow_natural,gpt-4o-mini,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_nature,natural,True,claude-sonnet-4-6
cn_thunder_natural,claude-haiku-4-5,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_nature,natural,False,
cn_thunder_natural,claude-haiku-4-5,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_nature,natural,False,
cn_thunder_natural,claude-haiku-4-5,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_nature,natural,False,
cn_thunder_natural,claude-sonnet-4-6,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_nature,natural,False,
cn_thunder_natural,claude-sonnet-4-6,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_nature,natural,True,claude-haiku-4-5
cn_thunder_natural,claude-sonnet-4-6,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_nature,natural,True,claude-sonnet-4-6
cn_thunder_natural,gpt-4o-mini,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_nature,natural,False,
cn_thunder_natural,gpt-4o-mini,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_nature,natural,True,claude-haiku-4-5
cn_thunder_natural,gpt-4o-mini,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_nature,natural,False,
co_bicycle_natural,claude-haiku-4-5,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_object,natural,True,claude-sonnet-4-6
co_bicycle_natural,claude-haiku-4-5,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_object,natural,True,gpt-4o-mini
co_bicycle_natural,claude-haiku-4-5,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_object,natural,True,gpt-4o-mini
co_bicycle_natural,claude-sonnet-4-6,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_object,natural,True,claude-sonnet-4-6
co_bicycle_natural,claude-sonnet-4-6,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_object,natural,True,gpt-4o-mini
co_bicycle_natural,claude-sonnet-4-6,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_object,natural,True,claude-sonnet-4-6
co_bicycle_natural,gpt-4o-mini,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_object,natural,False,
co_bicycle_natural,gpt-4o-mini,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_object,natural,True,gpt-4o-mini
co_bicycle_natural,gpt-4o-mini,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_object,natural,True,gpt-4o-mini
co_clock_strict,claude-haiku-4-5,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_object,strict,False,
co_clock_strict,claude-haiku-4-5,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_object,strict,False,
co_clock_strict,claude-haiku-4-5,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_object,strict,False,
co_clock_strict,claude-sonnet-4-6,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_object,strict,False,
co_clock_strict,claude-sonnet-4-6,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_object,strict,False,
co_clock_strict,claude-sonnet-4-6,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_object,strict,True,claude-sonnet-4-6
co_clock_strict,gpt-4o-mini,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_object,strict,False,
co_clock_strict,gpt-4o-mini,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_object,strict,True,claude-haiku-4-5
co_clock_strict,gpt-4o-mini,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_object,strict,True,claude-sonnet-4-6
co_coffee_strict,claude-haiku-4-5,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_object,strict,False,
co_coffee_strict,claude-haiku-4-5,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_object,strict,False,
co_coffee_strict,claude-haiku-4-5,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_object,strict,False,
co_coffee_strict,claude-sonnet-4-6,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_object,strict,True,claude-sonnet-4-6
co_coffee_strict,claude-sonnet-4-6,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_object,strict,True,claude-haiku-4-5
co_coffee_strict,claude-sonnet-4-6,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_object,strict,True,claude-sonnet-4-6
co_coffee_strict,gpt-4o-mini,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_object,strict,False,
co_coffee_strict,gpt-4o-mini,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_object,strict,True,gpt-4o-mini
co_coffee_strict,gpt-4o-mini,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_object,strict,False,
co_mirror_natural,claude-haiku-4-5,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_object,natural,True,claude-sonnet-4-6
co_mirror_natural,claude-haiku-4-5,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_object,natural,False,
co_mirror_natural,claude-haiku-4-5,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_object,natural,True,claude-sonnet-4-6
co_mirror_natural,claude-sonnet-4-6,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_object,natural,False,
co_mirror_natural,claude-sonnet-4-6,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_object,natural,True,claude-haiku-4-5
co_mirror_natural,claude-sonnet-4-6,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_object,natural,True,claude-sonnet-4-6
co_mirror_natural,gpt-4o-mini,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_object,natural,False,
co_mirror_natural,gpt-4o-mini,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_object,natural,False,
co_mirror_natural,gpt-4o-mini,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_object,natural,True,gpt-4o-mini
co_window_natural,claude-haiku-4-5,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_object,natural,True,claude-sonnet-4-6
co_window_natural,claude-haiku-4-5,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_object,natural,False,
co_window_natural,claude-haiku-4-5,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_object,natural,False,
co_window_natural,claude-sonnet-4-6,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_object,natural,True,claude-sonnet-4-6
co_window_natural,claude-sonnet-4-6,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_object,natural,False,
co_window_natural,claude-sonnet-4-6,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_object,natural,True,claude-sonnet-4-6
co_window_natural,gpt-4o-mini,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,concrete_object,natural,True,claude-sonnet-4-6
co_window_natural,gpt-4o-mini,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,concrete_object,natural,True,gpt-4o-mini
co_window_natural,gpt-4o-mini,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,concrete_object,natural,True,gpt-4o-mini
cp_bookshelf_natural,claude-haiku-4-5,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,compound,natural,True,claude-sonnet-4-6
cp_bookshelf_natural,claude-haiku-4-5,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,compound,natural,True,gpt-4o-mini
cp_bookshelf_natural,claude-haiku-4-5,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,compound,natural,False,
cp_bookshelf_natural,claude-sonnet-4-6,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,compound,natural,True,claude-sonnet-4-6
cp_bookshelf_natural,claude-sonnet-4-6,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,compound,natural,True,gpt-4o-mini
cp_bookshelf_natural,claude-sonnet-4-6,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,compound,natural,True,claude-sonnet-4-6
cp_bookshelf_natural,gpt-4o-mini,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,compound,natural,True,claude-sonnet-4-6
cp_bookshelf_natural,gpt-4o-mini,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,compound,natural,True,gpt-4o-mini
cp_bookshelf_natural,gpt-4o-mini,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,compound,natural,False,
cp_frost_natural,claude-haiku-4-5,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,compound,natural,True,claude-sonnet-4-6
cp_frost_natural,claude-haiku-4-5,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,compound,natural,True,gpt-4o-mini
cp_frost_natural,claude-haiku-4-5,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,compound,natural,True,claude-sonnet-4-6
cp_frost_natural,claude-sonnet-4-6,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,compound,natural,True,claude-sonnet-4-6
cp_frost_natural,claude-sonnet-4-6,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,compound,natural,True,gpt-4o-mini
cp_frost_natural,claude-sonnet-4-6,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,compound,natural,True,claude-sonnet-4-6
cp_frost_natural,gpt-4o-mini,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,compound,natural,False,
cp_frost_natural,gpt-4o-mini,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,compound,natural,True,gpt-4o-mini
cp_frost_natural,gpt-4o-mini,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,compound,natural,False,
cp_rain_strict,claude-haiku-4-5,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,compound,strict,True,claude-sonnet-4-6
cp_rain_strict,claude-haiku-4-5,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,compound,strict,True,claude-haiku-4-5
cp_rain_strict,claude-haiku-4-5,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,compound,strict,True,claude-sonnet-4-6
cp_rain_strict,claude-sonnet-4-6,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,compound,strict,True,claude-sonnet-4-6
cp_rain_strict,claude-sonnet-4-6,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,compound,strict,False,
cp_rain_strict,claude-sonnet-4-6,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,compound,strict,True,claude-sonnet-4-6
cp_rain_strict,gpt-4o-mini,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,compound,strict,False,
cp_rain_strict,gpt-4o-mini,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,compound,strict,False,
cp_rain_strict,gpt-4o-mini,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,compound,strict,False,
cp_traffic_strict,claude-haiku-4-5,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,compound,strict,True,claude-sonnet-4-6
cp_traffic_strict,claude-haiku-4-5,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,compound,strict,True,gpt-4o-mini
